Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate
PD US,PagerDuty Inc,31.7,-38.1,-16.1,250.332,74.9715,24.0,59.375,1799.32,2019-04-11,69553P100,-0.0712426,250.332,74.9715,104.03,92750600.0,21 - 23,Priced Above Range,Technology,Software,Enterprise Software/Serv,2.41,0.5295001612890738,97.2,3.7
PDAC/U US,Peridot Acquisition Corp,,,,300.0,30.0,10.0,-0.5,300.0,2020-09-24,N.A.,,300.0,30.0,0.176613,52984.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.13927469432666,80.4,7.8
PDFS US,PDF Solutions Inc,26.1,-19.3,-5.6,62.1,22.2066,12.0,26.25,266.48,2001-07-27,693282105,0.1,62.1,22.2066,73.3396,27416500.0,13-Nov,Priced Within Range,Technology,Software,Applications Software,3.95,-0.280898876404488,92.4,4.6
PDH US,PetroLogistics LP,0.9,23.1,22.5,595.0,139.0,17.0,-2.941176414,2363.0,2012-05-04,71672U101,1.3,595.0,139.0,,,17 - 19,Priced Within Range,Basic Materials,Chemicals,Petrochemicals,0.16,-0.1173479366321049,79.3,8.2
PDI US,Pimco Dynamic Income Fund,,,,1126.46,0.0,25.0,0.0,0.0,2012-05-25,72201Y101,,1126.46,0.0,16.0492,37716700.0,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.16,-0.1173479366321049,79.3,8.2
PDM US,Piedmont Office Realty Trust I,-1.1,-0.2,0.9,200.1,53.5292,14.5,7.586206913,776.17,2010-02-10,720190206,1.9,200.1,53.5292,90.7375,111966000.0,16 - 18,Priced Below Range,Financial,REITS,REITS-Office Property,0.14,0.024920738207648,73.6,9.8
PDRG US,Phillips Edison Grocery Center,,,,2000.0,0.0,0.0,,0.0,2015-01-07,71844W100,,2000.0,0.0,,,25 - 25,,Financial,REITS,REITS-Shopping Centers,0.06,-0.4705892373473239,98.1,5.7
PDSB US,PDS Biotechnology Corp,,,-41.3,92.5364,28.5936,11.0,17.63636398,314.53,2015-10-01,70465T107,-0.4,92.5364,28.5936,23.8795,6807740.0,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.13,-0.0449683750446447,90.0,5.0
PE US,Parsley Energy Inc,-0.1,9.2,-41.8,1063.75,87.1275,18.5,20.0,1611.86,2014-05-23,701877102,4.6,1063.75,87.1275,19.8372,76731000.0,15 - 18,Priced Above Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.09,0.3492609840048699,81.9,6.3
PEB US,Pebblebrook Hotel Trust,65.5,-25.2,-1.4,402.5,20.275,20.0,2.25,405.5,2009-12-09,70509V100,0.5,402.5,20.275,124.396,163546000.0,20 - 20,Priced Within Range,Financial,REITS,REITS-Hotels,0.13,-0.176119816946313,72.5,9.9
PECS US,Pec Solutions Inc,17.8,8.1,7.4,28.5,22.459,9.5,-5.263157845,213.36,2000-04-19,705107100,0.8,28.5,22.459,,,12-Oct,Priced Below Range,Technology,Computers,Computer Services,6.17,0.058411214953279,109.2,3.8
PEET US,Peet's Coffee & Tea Inc,,,6.7,30.36,7.95821,8.0,17.1875,63.67,2001-01-25,705560100,,30.36,7.95821,,,12-Aug,Priced Within Range,"Consumer, Non-cyclical",Beverages,Beverages-Non-alcoholic,5.41,0.632183908045972,94.7,4.2
PEGI US,Pattern Energy Group LLC,12.0,-5.7,-0.5,404.8,35.5283,22.0,5.772727489,781.62,2013-09-27,70338P100,1.7,404.8,35.5283,28.0133,27514300.0,19 - 21,Priced Above Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.07,0.1163004485263468,77.5,7.2
PEN US,Penumbra Inc,33.4,0.7,-2.6,138.0,30.6386,30.0,37.66666794,901.158,2015-09-18,70975L107,0.2,138.0,30.6386,101.649,38604800.0,25 - 28,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.14,-0.155675657530359,87.2,5.0
PERS US,SandRidge Permian Trust,-35.0,45.2,34.1,621.0,57.0,18.0,0.0,1026.0,2011-08-11,80007A102,,621.0,57.0,0.065712,34498.8,19 - 21,Priced Below Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.17,0.27575889023645,55.8,9.0
PETC US,Petco Animal Supplies Inc,,,8.6,316.825,55.7483,19.0,5.263157845,1059.22,2002-02-22,716016209,,316.825,55.7483,2.1839,1250000.0,18 - 20,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Pet Food&Supplies,1.77,0.395256916996071,90.7,5.7
PETQ US,PetIQ Inc,19.5,-1.7,-1.6,115.0,12.6393,16.0,45.75,202.229,2017-07-21,71639T106,0.8,115.0,12.6393,120.154,34812700.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,1.06,-0.0689922638852294,93.4,4.3
PETX US,Aratana Therapeutics Inc,38.4,-41.5,-10.8,39.675,20.7223,6.0,37.66666794,124.33,2013-06-27,03874P101,-0.2,39.675,20.7223,0.333453,163401.0,6-Jun,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.2399708085599498,84.1,7.5
PEX/U US,Apex Bioventures Acquisition C,,,0.1,69.0,0.0,8.0,0.625,0.0,2007-06-08,03753Q204,-0.2,69.0,0.0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,5.23,0.1937975176605649,85.3,4.6
PF US,Pinnacle Foods Inc,0.5,16.9,9.3,667.0,117.171,20.0,11.05000019,2343.42,2013-03-28,72348P104,3.5,667.0,117.171,0.801346,955522.0,18 - 20,Priced Within Range,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,0.14,0.2614508584374949,78.6,7.5
PFG US,Principal Financial Group Inc,-3.2,11.9,1.8,2127.5,360.0,18.5,13.51351357,6660.0,2001-10-23,74251V102,11.9,2127.5,360.0,88.5349,216630000.0,17 - 20,Priced Within Range,Financial,Insurance,Life/Health Insurance,3.02,-0.3365114974761799,82.7,5.3
PFGC US,Performance Food Group Co,67.4,0.2,1.1,316.825,99.6563,19.0,1.052631617,1893.47,2015-10-01,71377A103,1.8,316.825,99.6563,105.025,163495000.0,22 - 25,Priced Below Range,"Consumer, Non-cyclical",Food,Food-Wholesale/Distrib,0.13,-0.0449683750446447,90.0,5.0
PFHD US,Professional Holding Corp,16.9,27.2,0.8,57.35,8.2153,18.5,5.675675869,151.983,2020-02-07,743139107,1.3,57.35,8.2153,78.2034,10803400.0,19 - 21,Priced Below Range,Diversified,Holding Companies-Divers,Diversified Operations,1.59,0.2740618131495429,101.0,3.5
PFL US,PIMCO Income Strategy Fund,,,,325.0,0.0,20.0,0.050000001,0.0,2003-08-27,72201H108,,325.0,0.0,10.0534,3670810.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.0,0.380641653072316,89.3,6.1
PFLT US,PennantPark Floating Rate Capi,-13.4,68.3,1.7,102.75,6.8507,15.0,-10.66666698,102.76,2011-04-08,70806A106,1.2,102.75,6.8507,22.7045,10295500.0,15 - 15,Priced Within Range,Financial,Investment Companies,Investment Companies,0.11,0.6439429535456989,69.8,9.1
PFMT US,Performant Financial Corp,-20.2,-8.2,-7.8,93.15,0.0,9.0,17.77777863,0.0,2012-08-10,7.14E+109,0.0151503,93.15,0.0,62.7539,46612700.0,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Commercial Services,Commercial Services,0.14,0.5565158181437089,74.3,8.1
PFN US,PIMCO Income Strategy Fund II,,,,826.0,0.0,20.0,0.050000001,0.0,2004-10-27,72201J104,,826.0,0.0,11.95,9571660.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.86,0.5265929436545569,91.7,5.5
PFNX US,Pfenex Inc,238.7,2.1,-10.8,50.0,19.2339,6.0,-11.66666698,115.4,2014-07-24,717071104,-0.1,50.0,19.2339,3.75535,1287960.0,8-Aug,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.1,-0.0390193964161092,81.8,6.2
PFPT US,Proofpoint Inc,18.2,-15.6,-6.8,93.9835,30.2573,13.0,8.307692528,393.34,2012-04-20,743424103,4.6,93.9835,30.2573,7.36313,4252790.0,12-Oct,Priced Above Range,Communications,Internet,Internet Security,0.09,0.3021029504080339,76.4,8.2
PFS US,Provident Financial Services I,12.2,37.0,1.2,596.183,0.0,10.0,55.0,0.0,2003-01-16,74386T105,2.0,596.183,0.0,69.6727,52446200.0,,,Financial,Savings&Loans,S&L/Thrifts-Eastern US,1.16,0.442233278054161,82.4,5.8
PFWD US,Phase Forward Inc,,,1.4,41.85,31.7069,7.5,24.66666603,237.8,2004-07-15,71721R406,,41.85,31.7069,,,7.50 - 7.50,Priced Within Range,Technology,Software,Medical Information Sys,1.4,-0.158144438587237,96.7,5.5
PFX US,PhenixFIN Corp,50.1,3.9,-3.8,128.733,17.32,12.0,1.166666627,207.84,2011-01-20,71742W103,35.5,128.733,17.32,44.3543,974334.0,13 - 14,Priced Below Range,Financial,Investment Companies,Investment Companies,0.13,0.4763230053974139,74.2,9.1
PGEM US,Ply Gem Holdings Inc,7.5,3.3,5.3,381.316,67.1204,21.0,10.95238113,1409.53,2013-05-23,72941W100,1.4,381.316,67.1204,0.172148,118019.0,18 - 20,Priced Above Range,Industrial,Building Materials,Bldg Prod-Doors&Windows,0.14,0.178040777358723,84.5,7.5
PGEN US,Precigen Inc,0.6,-88.7,-25.3,183.998,96.7103,16.0,54.5625,1547.36,2013-08-08,74017N105,-0.2,183.998,96.7103,61.1535,127291000.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.08,0.12029315570472,82.1,7.2
PGND US,Press Ganey Holdings Inc,13.1,-11.4,2.9,255.875,53.5482,25.0,10.0,1305.33,2015-05-21,74113L102,1.8,255.875,53.5482,,,22 - 24,Priced Above Range,Technology,Software,Medical Information Sys,0.13,0.509723202549469,90.7,5.6
PGNY US,Progyny Inc,45.1,13.1,9.9,149.5,82.1748,13.0,22.61538506,1068.27,2019-10-25,7.43E+107,0.2,149.5,82.1748,112.575,104563000.0,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Commercial Services,Commercial Services,1.88,0.2286190552229999,95.5,3.6
PGP US,PIMCO Global StocksPLUS & Inco,,,,232.5,0.0,25.0,0.200000003,0.0,2005-05-27,722011103,,232.5,0.0,11.5882,1303050.0,,,Financial,Closed-end Funds,Closed-end Funds,2.97,-0.1027749229187949,86.9,5.1
PGRE US,Paramount Group Inc,1.7,-2.8,0.0316394,2636.38,211.897,17.5,3.885714293,0.0,2014-11-19,69924R108,1.1,2636.38,211.897,68.208,149937000.0,16 - 19,Priced Within Range,Financial,REITS,REITS-Office Property,0.07,-0.5399417941061189,88.8,5.8
PGTI US,PGT Innovations Inc,31.5,2.8,4.7,142.059,25.8965,14.0,10.71428585,362.55,2006-06-28,69336V101,1.0,142.059,25.8965,102.314,61386300.0,16 - 18,Priced Below Range,Industrial,Building Materials,Bldg Prod-Doors&Windows,5.02,0.1975308641975319,84.9,4.6
PGZ US,Principal Real Estate Income F,,,,144.8,0.0,20.0,0.0,0.0,2013-06-26,74255X104,,144.8,0.0,29.2782,1989460.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.09,0.2399708085599498,84.1,7.5
PHASQ US,PhaseBio Pharmaceuticals Inc,3284.6,-1210.1,-167.4,49.3235,23.8038,5.0,0.0,119.019,2018-10-18,717224109,-1.0,49.3235,23.8038,56.5548,28197200.0,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,2.18,0.1766763455725869,98.6,3.8
PHAT US,Phathom Pharmaceuticals Inc,,,-82.9,208.956,28.9821,19.0,29.47368431,550.66,2019-10-25,71722W107,-4.0,208.956,28.9821,83.3015,34670800.0,18 - 20,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.88,0.2286190552229999,95.5,3.6
PHD US,Pioneer Floating Rate Fund Inc,,,,451.0,0.0,20.0,0.0,0.0,2004-12-23,72369J102,,451.0,0.0,45.6432,5648310.0,,,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,2.04,-0.3664921465968529,97.1,5.4
PHICU US,Population Health Investment C,,,5.0,172.5,17.25,10.0,0.600000024,172.5,2020-11-18,N.A.,-0.0201182,172.5,17.25,17.0417,2939690.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,-0.0610627217844137,76.9,6.7
PHK US,PIMCO High Income Fund,,,,1575.0,0.0,15.0,1.066666722,0.0,2003-04-25,722014107,,1575.0,0.0,10.2902,14182100.0,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.29,-0.2171552660151868,86.0,6.0
PHR US,Phreesia Inc,43.4,-55.4,-36.9,192.265,35.5068,18.0,39.33333206,639.122,2019-07-18,71944F106,-1.5,192.265,35.5068,103.194,54209900.0,15 - 17,Priced Above Range,Technology,Software,Applications Software,2.39,0.1670941622453379,98.4,3.7
PHST US,Pharsight Corp,12.9,5.9,8.4,30.0,18.4919,10.0,-9.375,184.92,2000-08-09,71721Q200,0.4,30.0,18.4919,,,14-Dec,Priced Below Range,Technology,Software,Applications Software,6.51,0.0,107.3,4.1
PHT US,Pioneer High Income Fund Inc,,,,399.0,0.0,15.0,0.0,0.0,2002-04-26,72369H106,,399.0,0.0,42.7582,12546000.0,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.88,0.5592841163310839,93.0,5.9
PI US,Impinj Inc,36.9,-26.9,-16.4,77.28,18.53,14.0,28.3571434,259.42,2016-07-21,453204109,0.2,77.28,18.53,104.581,27102100.0,14-Dec,Priced Within Range,Technology,Semiconductors,Electronic Compo-Semicon,0.41,-0.161813640474981,90.0,4.8
PIAI/U US,Prime Impact Acquisition I,,,4.7,345.0,34.5,10.0,0.0,345.0,2020-09-10,N.A.,-0.0127374,345.0,34.5,85.4754,5807330.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.13927469432666,80.4,7.8
PIC/U US,Spruce Power Holding Corp,-23.3,184.5,-13.2,230.0,23.0,10.0,1.100000024,230.0,2019-07-12,72582K209,-0.3,230.0,23.0,9.35951,2152690.0,10-Oct,Priced Within Range,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks,2.39,0.1670941622453379,98.4,3.7
PIKE US,Pike Corp,-11.7,1.6,1.6,217.35,31.8329,14.0,2.571428537,445.66,2005-07-27,721283109,1.5,217.35,31.8329,,,14 - 16,Priced Within Range,Utilities,Electric,Electric-Integrated,3.36,0.4627249357326559,96.5,5.0
PINC US,Premier Inc,-16.7,18.5,5.3,874.12,32.3748,27.0,13.51851845,874.12,2013-09-26,74051N102,3.7,874.12,32.3748,73.1922,86924600.0,23 - 26,Priced Above Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Whsle Drug Dist,0.07,0.1163004485263468,77.5,7.2
PINE US,Alpine Income Property Trust I,56.5,33.0,6.7,142.5,7.883,19.0,0.0,149.777,2019-11-22,02083X103,1.7,142.5,7.883,67.1352,7999450.0,19 - 21,Priced Within Range,Financial,REITS,REITS-Single Tenant,1.57,-0.0536243034669465,96.8,3.6
PING US,Ping Identity Holding Corp,22.9,-21.5,-10.1,215.625,79.5165,15.0,34.06666565,1192.75,2019-09-19,72341T103,0.5,215.625,79.5165,89.3551,77097300.0,14 - 16,Priced Within Range,Technology,Computers,Computer Data Security,2.13,0.0783448576930001,93.2,3.5
PINN US,Pinnacle Gas Resources Inc,,,-6.3,36.0775,28.9283,9.0,-4.555555344,260.35,2007-05-15,723464301,,36.0775,28.9283,,,12-Oct,Priced Below Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,5.26,0.61107186747047,88.3,4.4
PINS US,Pinterest Inc,52.3,12.2,1.7,1638.75,86.25,19.0,28.42105293,1638.75,2019-04-18,72352L106,1.1,1638.75,86.25,93.6721,550371000.0,15 - 17,Priced Above Range,Communications,Internet,Internet Content-Entmnt,2.41,0.5295001612890738,97.2,3.7
PIOIQ US,P10 Holdings Inc,,,-97.8,136.0,39.5846,17.0,210.2941132,672.94,2000-08-08,69372U108,-0.3,136.0,39.5846,,,14 - 16,Priced Above Range,Industrial,Machinery-Constr&Mining,Machinery-Electric Util,6.51,0.0,107.3,4.1
PIPP/U US,Pine Island Acquisition Corp,,,4.2,218.388,21.8388,10.0,-0.699999988,218.388,2020-11-17,722615200,-0.0231681,218.388,21.8388,1.90883,416866.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,-0.0610627217844137,76.9,6.7
PIRS US,Pieris Pharmaceuticals Inc,7.1,-145.5,-26.3,28.3324,39.7318,2.75,0.0,105.93,2015-06-30,720795103,-0.1,28.3324,39.7318,55.2426,41104000.0,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.12,0.3502869998528119,96.1,5.3
PIXY US,ShiftPixy Inc,171.0,-127.5,-61.0,12.0,28.5419,6.0,28.33333397,171.251,2017-06-30,82452L302,-63.7,12.0,28.5419,0.742297,71789.0,6-Jun,Priced Within Range,Technology,Software,Applications Software,0.91,0.0907111014861139,95.0,4.3
PKG US,Packaging Corp of America,16.1,10.8,12.1,555.0,102.725,12.0,0.0,1232.7,2000-01-27,695156109,11.6,555.0,102.725,100.832,93304100.0,15-Dec,Priced Within Range,Industrial,Packaging&Containers,Containers-Paper/Plastic,3.99,0.2970885323826589,112.0,4.0
PKO US,PIMCO Income Opportunity Fund,,,,350.918,0.0,25.0,0.200000003,0.0,2007-11-28,72202B100,,350.918,0.0,0.0224147,4818.0,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,4.59,0.5939617873415811,76.1,4.7
PLAN US,Anaplan Inc,32.2,-34.3,-28.1,303.025,124.042,17.0,42.94117737,2108.71,2018-10-12,03272L108,-0.1,303.025,124.042,17.3159,26065300.0,15 - 17,Priced Within Range,Communications,Internet,Internet Applic Sftwr,2.18,0.1766763455725869,98.6,3.8
PLAY US,Dave & Buster's Entertainment,198.7,8.3,4.3,108.237,39.969,16.0,8.0,625.386,2014-10-10,238337109,5.8,108.237,39.969,119.743,57759000.0,16 - 18,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Restaurants,0.09,-0.2512277812553889,86.9,5.7
PLKI US,Popeyes Louisiana Kitchen Inc,,11.4,16.1,183.281,29.4645,17.0,19.85294151,500.9,2001-03-02,732872106,4.6,183.281,29.4645,,,15 - 17,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Restaurants,5.59,0.2275312855517488,91.5,4.3
PLMR US,Palomar Holdings Inc,47.0,18.5,4.7,84.375,22.625,15.0,26.60000038,339.375,2019-04-17,69753M105,3.4,84.375,22.625,104.299,26317400.0,15 - 17,Priced Within Range,Financial,Insurance,Property/Casualty Ins,2.41,0.5295001612890738,97.2,3.7
PLNT US,Planet Fitness Inc,44.3,7.2,2.9,248.4,37.2605,16.0,0.0,596.168,2015-08-06,72703H101,2.2,248.4,37.2605,117.125,97700200.0,14 - 16,Priced Within Range,"Consumer, Cyclical",Leisure Time,Recreational Centers,0.08,-0.141627628281935,91.9,5.1
PLOW US,Douglas Dynamics Inc,12.7,5.6,5.7,129.375,21.2604,11.25,0.355555564,239.18,2010-05-05,25960R105,2.6,129.375,21.2604,107.883,24690900.0,11.25 - 11.75,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Repl,0.2,0.077519735423772,73.6,9.6
PLRM US,Pilgrim Bancshares Inc,14.9,13.4,0.4,18.975,0.0,0.0,,0.0,2014-10-13,72143J105,1.0,18.975,0.0,18.1403,410263.0,10-Oct,,Diversified,Holding Companies-Divers,Diversified Operations,0.09,-0.2512277812553889,86.9,5.7
PLRX US,Pliant Therapeutics Inc,-81.8,-1284.5,-36.9,165.6,35.5513,16.0,33.125,547.221,2020-06-03,729139105,-2.1,165.6,35.5513,93.6325,45654600.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.05,0.5472046927775109,78.1,11.0
PLSE US,Pulse Biosciences Inc,,-4489.4,-101.0,23.0,13.3155,4.0,4.25,53.262,2016-05-18,74587B101,-1.9,23.0,13.3155,6.57487,2447710.0,4-Apr,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.3,0.404579099811517,94.7,4.8
PLTE US,Evraz Claymont Steel Inc,,,9.5,170.085,17.5668,17.0,8.470588684,298.64,2006-12-19,18382P104,,170.085,17.5668,,,15 - 17,Priced Within Range,Basic Materials,Iron/Steel,Steel-Producers,5.27,0.148883374689833,91.7,4.4
PLUM US,Plumtree Software Inc,17.7,-11.4,-5.0,42.5,29.236,8.5,0.0,248.51,2002-06-04,72940Q104,-0.0575236,42.5,29.236,,,9-Jul,Priced Within Range,Communications,Internet,Internet Infrastr Sftwr,1.79,0.055617352614023,92.4,5.8
PLXP US,PLx Pharma Inc,26873.3,-561.9,-62.7,37.944,8.5374,12.0,17.0,102.45,2014-03-13,72942A107,-11.4,37.944,8.5374,36.4259,10613700.0,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.06,0.6440044126228239,80.0,6.7
PLYM US,Plymouth Industrial REIT Inc,28.0,-10.6,-1.3,58.14,3.7867,19.0,-3.210526228,71.9473,2017-06-09,729640102,1.8,58.14,3.7867,94.5448,40512000.0,19 - 21,Priced Within Range,Financial,REITS,REITS-Warehouse/Industr,0.91,0.0907111014861139,95.0,4.3
PMHG US,Prime Meridian Holding Co,14.1,33.6,1.0,15.0,2.6982,12.5,-7.199999809,33.7275,2014-06-27,74164R107,3.0,15.0,2.6982,16.8529,533307.0,12.50 - 12.50,Priced Within Range,Financial,Banks,Commer Banks-Southern US,0.08,0.1862126944094109,82.5,6.1
PMIC US,Penn Millers Holding Corp,,,-1.5,54.0,0.0,10.0,7.5,0.0,2009-10-19,707561106,,54.0,0.0,,,10-Oct,Priced Within Range,Financial,Insurance,Property/Casualty Ins,0.11,0.0963101185818577,70.6,10.0
PMII US,Power Medical Interventions In,15.1,-470.4,-120.7,48.7025,17.1069,11.0,7.181818008,188.18,2007-10-26,739299105,-1.6,48.7025,17.1069,,,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,4.92,0.2139191328121169,80.9,4.7
PML US,PIMCO Municipal Income Fund II,,,,862.516,0.0,15.0,0.333333343,0.0,2002-06-26,72200W106,,862.516,0.0,9.15507,5892410.0,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.79,0.055617352614023,92.4,5.8
PMT US,PennyMac Mortgage Investment T,-2.0,7.8,-0.6,320.0,16.7353,20.0,-4.5,334.71,2009-07-30,70931T103,-28.9,320.0,16.7353,78.5326,69837900.0,20 - 20,Priced Within Range,Financial,REITS,REITS-Mortgage,0.2,-0.158558692215323,66.0,9.5
PMTR US,Pemstar Inc,32.0,-3.2,2.9,92.4,37.4293,11.0,22.72727203,411.72,2000-08-08,706552106,-0.1,92.4,37.4293,,,13-Nov,Priced Within Range,Industrial,Electronics,Electronic Compo-Misc,6.51,0.0,107.3,4.1
PMTS US,CPI Card Group Inc,20.1,4.2,8.8,172.5,56.4761,10.0,21.70000076,564.761,2015-10-09,12634H200,1.8,172.5,56.4761,12.3696,1408360.0,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,0.13,-0.0449683750446447,90.0,5.0
PMVCU US,PMV Consumer Acquisition Corp,,,2.8,175.0,17.5,10.0,-0.699999988,175.0,2020-09-22,693486201,-0.0225249,175.0,17.5,0.588983,103072.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.13927469432666,80.4,7.8
PMVP US,PMV Pharmaceuticals Inc,,,-21.0,243.536,44.7641,18.0,108.3888855,805.754,2020-09-25,69353Y103,-1.0,243.536,44.7641,137.555,62815200.0,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.09,0.13927469432666,80.4,7.8
PMX US,PIMCO Municipal Income Fund II,,,,432.75,0.0,15.0,0.06666667,0.0,2002-10-29,72201A103,,432.75,0.0,16.1413,5384500.0,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.85,0.165745856353599,80.6,5.7
PNCLQ US,Pinnacle Airlines Corp,,,-2.1,271.6,21.8921,14.0,-5.0,306.49,2003-11-25,723443107,,271.6,21.8921,0.0495734,9400.0,15 - 17,Priced Below Range,"Consumer, Cyclical",Airlines,Airlines,1.03,-0.2702702702702639,93.7,5.8
PNFP US,Pinnacle Financial Partners In,6.5,39.7,1.4,18.75,1.875,10.0,0.0,18.75,2000-08-17,72346Q104,8.7,18.75,1.875,94.6003,72326500.0,,,Financial,Banks,Commer Banks-Southern US,6.51,0.0,107.3,4.1
PNG US,PAA Natural Gas Storage LP,13.0,18.9,3.7,289.777,31.5845,21.5,8.13953495,679.07,2010-04-30,693139107,1.4,289.777,31.5845,,,,,Energy,Oil&Gas Services,Oil-Field Services,0.17,0.1736884910697429,72.2,9.9
PNI US,PIMCO New York Municipal Incom,,,,154.422,0.0,15.0,0.13333334,0.0,2002-06-26,72200Y102,,154.422,0.0,21.4648,2406020.0,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.79,0.055617352614023,92.4,5.8
PNNT US,PennantPark Investment Corp,-18.6,204.2,2.7,309.375,21.025,15.0,-4.0,315.38,2007-04-19,708062104,0.1,309.375,21.025,39.3487,25739600.0,15 - 15,Priced Within Range,Financial,Investment Companies,Investment Companies,5.3,0.649616268650889,87.1,4.5
PNSNQ US,Penson Worldwide Inc,,,-5.0,145.956,25.0421,17.0,14.70588207,425.72,2006-05-17,709600100,,145.956,25.0421,,,15 - 17,Priced Within Range,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,4.84,0.4962779156327429,79.1,4.6
PNT US,Point Biopharma Global Inc,,,-22.9,135.7,16.956,10.0,20.20000076,169.56,2020-07-08,730541109,-0.6,135.7,16.956,58.6419,61952000.0,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.08,0.5058243501670088,72.5,10.2
PNTPQ US,Patriot National Inc,11.0,-0.3,-0.2,116.42,26.3904,14.0,-3.571428537,355.946,2015-01-16,70338T102,0.1,116.42,26.3904,0.578058,155248.0,16 - 18,Priced Below Range,"Consumer, Non-cyclical",Commercial Services,Human Resources,0.06,-0.4705892373473239,98.1,5.7
