Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Market Cap at Offer (M),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate,Trade Month,Trade Day,Trade Year,Underpriced
TPH US,Tri Pointe Homes Inc,22.1,11.7,11.8,267.621,31.5979,17.0,537.16,87265H109,3.7,267.621,31.5979,121.896,123010000.0,14 - 16,Priced Above Range,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,0.09,0.295730419292604,73.8,8.0,1,31,2013,1
TPIC US,TPI Composites Inc,3.7,-9.2,-11.5,79.0625,33.7369,11.0,371.106,87266J104,-0.6,79.0625,33.7369,105.916,44433000.0,12-Nov,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.41,-0.161813640474981,90.0,4.8,7,22,2016,1
TPOSQ US,Tarpon Industries Inc,,,-70.4,16.3875,3.8633,5.0,19.32,876223108,,16.3875,3.8633,,,6-Apr,Priced Within Range,Industrial,Metal Fabricate/Hardware,Steel Pipe&Tube,2.4,0.576822233875206,94.1,5.4,2,14,2005,1
TPR US,Tapestry Inc,16.3,12.8,10.9,118.08,42.4063,16.0,678.5,876030107,3.2,118.08,42.4063,102.988,248161000.0,14 - 16,Priced Within Range,"Consumer, Cyclical",Apparel,Apparel Manufacturers,6.6,0.1727115716753108,105.8,3.9,10,5,2000,1
TPTI US,TippingPoint Technologies Inc,,-281.5,-32.3,144.0,60.4359,18.0,1087.85,888011103,-2.9,144.0,60.4359,,,15 - 17,Priced Above Range,Communications,Telecommunications,Telecommunication Equip,5.78,0.8244994110718371,107.1,4.0,3,16,2000,1
TPTX US,Turning Point Therapeutics Inc,23.3,-767.3,-35.1,191.475,31.0422,18.0,558.76,90041T108,-3.1,191.475,31.0422,44.282,22173900.0,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.41,0.5295001612890738,97.2,3.7,4,17,2019,1
TPVG US,TriplePoint Venture Growth BDC,-4.1,87.6,0.6,143.749,9.842,15.0,147.63,89677Y100,-4.6,143.749,9.842,26.9865,9521380.0,15 - 15,Priced Within Range,Financial,Investment Companies,Investment Companies,0.06,0.6440044126228239,80.0,6.7,3,6,2014,1
TPX US,Tempur Sealy International Inc,34.1,12.6,12.0,301.875,97.2665,14.0,1361.73,88023U101,3.6,301.875,97.2665,110.282,188565000.0,15 - 17,Priced Below Range,"Consumer, Cyclical",Home Furnishings,Home Furnishings,1.03,-0.108401084010841,92.6,5.7,12,18,2003,1
TPZ US,Tortoise Power and Energy Infr,,,,137.0,0.0,20.0,0.0,89147X104,,137.0,0.0,45.7327,2986340.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.2,-0.158558692215323,66.0,9.5,7,29,2009,0
TRAK US,Dealertrack Technologies Inc,77.4,-2.0,-1.5,195.5,33.8489,17.0,575.43,242309102,0.5,195.5,33.8489,,,14 - 16,Priced Above Range,Technology,Software,Applications Software,4.03,-0.4048582995951299,91.5,4.9,12,13,2005,1
TRBN US,Trubion Pharmaceuticals Inc,9.3,-162.1,-46.1,59.8,17.5052,13.0,227.57,89778N102,-0.2,59.8,17.5052,,,13 - 15,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,5.34,-0.542138984721521,93.6,4.4,10,18,2006,1
TREB/U US,System1 Inc,,,4.0,517.5,51.75,10.0,517.5,N.A.,-0.0239709,517.5,51.75,0.115942,60000.0,10-Oct,Priced Within Range,Technology,Computers,Computer Services,0.05,0.5472046927775109,78.1,11.0,6,17,2020,1
TRFC US,Traffic.com Inc,,,,82.652,19.3082,12.0,231.7,892717109,,82.652,19.3082,,,10.50 - 12.50,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Services,4.09,0.7621951219512159,91.2,4.7,1,24,2006,1
TRGP US,Targa Resources Corp,105.2,0.4,3.1,414.289,44.7483,22.0,984.46,87612G101,10.0,414.289,44.7483,104.764,237161000.0,19 - 21,Priced Above Range,Energy,Pipelines,Pipelines,0.2,0.1718440789203088,74.5,9.3,12,7,2010,1
TRHC US,Tabula Rasa HealthCare Inc,11.4,-23.8,-30.7,59.34,16.1542,12.0,193.85,873379101,0.6,59.34,16.1542,71.0027,19259000.0,13 - 15,Priced Below Range,Technology,Software,Medical Information Sys,0.4,0.2403995864628979,91.2,5.0,9,29,2016,1
TRISU US,Tri-S Security Corp,,,,12.42,3.035,6.0,18.21,895578201,,12.42,3.035,,,5.50 - 6.25,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Protection-Safety,2.4,0.576822233875206,94.1,5.4,2,9,2005,0
TRIV US,TriVascular Technologies Inc,63.0,-180.4,-61.8,89.7,20.3042,12.0,243.65,89685A102,-3.6,89.7,20.3042,,,13 - 15,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.08,0.3296754453157729,84.1,6.2,4,16,2014,1
TRMT US,Tremont Mortgage Trust,47.5,71.1,2.4,50.0,3.1001,20.0,62.002,894789106,0.7,50.0,3.1001,,,20 - 20,Priced Within Range,Financial,REITS,REITS-Diversified,1.16,0.5294905893230339,95.1,4.3,9,14,2017,0
TRNE/U US,Desktop Metal Inc,582.5,-213.8,-47.4,300.15,30.015,10.0,300.15,89628U207,-0.5,300.15,30.015,0.0152404,5718.0,10-Oct,Priced Within Range,Technology,Computers,Computers-Other,2.4,0.564135835680577,98.4,3.8,3,15,2019,0
TRNO US,Terreno Realty Corp,18.7,39.3,6.1,175.0,15.6245,20.0,312.49,88146M101,1.8,175.0,15.6245,117.215,89161900.0,20 - 20,Priced Within Range,Financial,REITS,REITS-Warehouse/Industr,0.14,0.024920738207648,73.6,9.8,2,10,2010,0
TRS US,TriMas Corp,11.3,6.6,4.7,139.15,33.4095,11.0,367.5,896215209,3.1,139.15,33.4095,116.099,48720700.0,13-Nov,Priced Within Range,Industrial,Packaging&Containers,Containers-Paper/Plastic,5.26,0.61107186747047,88.3,4.4,5,18,2007,1
TRTX US,TPG RE Finance Trust Inc,-15.3,57.5,-0.9,233.0,60.1265,20.0,1202.53,87266M107,1.7,233.0,60.1265,75.3177,58300900.0,20 - 21,Priced Within Range,Financial,REITS,REITS-Mortgage,1.06,-0.0689922638852294,93.4,4.3,7,20,2017,0
TRU US,TransUnion,16.9,46.8,12.8,764.489,182.22,22.5,4099.95,89400J107,4.2,764.489,182.22,104.779,201909000.0,21 - 23,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,0.12,0.3502869998528119,96.1,5.3,6,25,2015,1
TRUE US,TrueCar Inc,-16.8,-16.5,-34.3,80.4717,72.2046,9.0,649.84,89785L107,0.1,80.4717,72.2046,104.102,91728000.0,14-Dec,Priced Below Range,Communications,Internet,E-Commerce/Services,0.09,0.3492609840048699,81.9,6.3,5,16,2014,1
TRUP US,Trupanion Inc,39.2,-5.0,-7.0,81.938,27.6278,10.0,265.59,898202106,0.1,81.938,27.6278,118.151,48304600.0,13 - 15,Priced Below Range,Financial,Insurance,Life/Health Insurance,0.1,-0.0390193964161092,81.8,6.2,7,18,2014,1
TRVI US,Trevi Therapeutics Inc,,,-51.6,55.0,17.7718,10.0,177.718,89532M101,-1.2,55.0,17.7718,88.6198,53103600.0,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,2.45,0.2128758589384109,100.0,3.6,5,7,2019,0
TRVN US,Trevena Inc,-81.5,-9098.4,-84.9,66.6428,26.0048,7.0,182.03,8.95E+212,-7.6,66.6428,26.0048,0.45051,782474.0,,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.07,0.3720247673236048,81.2,6.6,1,31,2014,0
TRW US,ZF TRW Automotive Holdings Cor,0.6,1.6,3.9,675.861,98.9143,28.0,2769.6,87264S106,8.5,675.861,98.9143,0.0030192,3500.0,28 - 30,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,1.03,0.539956803455712,94.4,5.6,2,3,2004,0
TRXAQ US,Tronox Inc/Old,0.3,-7.4,-7.6,244.72,22.8894,14.0,320.45,897051108,2.3,244.72,22.8894,,,14 - 16,Priced Within Range,Basic Materials,Chemicals,Chemicals-Specialty,3.99,-0.8032128514056259,81.6,5.0,11,22,2005,1
TRXI US,TRX Inc,-12.9,2.6,14.2,61.2,17.6569,9.0,158.91,898452107,0.2,61.2,17.6569,,,10-Sep,Priced Within Range,Technology,Software,Applications Software,3.57,1.22199592668025,76.9,5.0,9,27,2005,0
TSC US,TriState Capital Holdings Inc,5.7,32.8,0.6,75.3825,28.6778,11.5,329.79,89678F100,3.3,75.3825,28.6778,29.6902,9986860.0,10.50 - 12.50,Priced Within Range,Financial,Banks,Commer Banks-Eastern US,0.14,0.178040777358723,84.5,7.5,5,9,2013,1
TSHA US,Taysha Gene Therapies Inc,,,-96.6,181.0,35.7018,20.0,714.036,877619106,-3.1,181.0,35.7018,31.0614,19395500.0,18 - 20,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.13927469432666,80.4,7.8,9,24,2020,1
TSIAU US,Latch Inc,129.0,-402.1,-48.1,300.0,30.0,10.0,0.0,87284T209,-1.2,300.0,30.0,15.413,4623900.0,10-Oct,Priced Within Range,Technology,Software,Applications Software,0.09,-0.0610627217844137,76.9,6.7,11,10,2020,0
TSLA US,Tesla Inc,70.6,10.2,16.9,260.015,95.104,17.0,1616.77,88160R101,3.8,260.015,95.104,45.2653,1429370000.0,14 - 16,Priced Above Range,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks,0.2,-0.0976267084673888,76.0,9.4,6,29,2010,1
TSLX US,Sixth Street Specialty Lending,6.2,73.8,3.9,128.8,52.9377,16.0,847.0,83012A109,0.0339756,128.8,52.9377,52.7292,42701800.0,16 - 17,Priced Within Range,Financial,Investment Companies,Investment Companies,0.06,0.6440044126228239,80.0,6.7,3,21,2014,0
TSQ US,Townsquare Media Inc,12.5,4.0,2.8,98.1563,9.3572,11.0,102.93,892231101,3.6,98.1563,9.3572,75.5633,9796270.0,14 - 16,Priced Below Range,Communications,Media,Radio,0.1,-0.0390193964161092,81.8,6.2,7,24,2014,0
TSRE US,Trade Street Residential Inc,96.3,-49.8,-2.2,159.467,10.9179,13.0,141.93,89255N203,0.4,159.467,10.9179,,,14 - 16,Priced Below Range,Financial,REITS,REITS-Apartments,2.04,-0.3664921465968529,97.1,5.4,12,16,2004,0
TSRO US,TESARO Inc,284.9,-222.1,-92.8,86.8077,27.1007,13.5,365.86,881569107,-7.4,86.8077,27.1007,0.4014,221040.0,15-Dec,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.16,-0.1466396884450489,73.2,8.2,6,28,2012,1
TSRX US,Trius Therapeutics LLC,-33.7,-198.3,-81.5,53.75,24.3046,5.0,121.52,89685K100,-1.3,53.75,24.3046,,,5-May,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.18,0.1380664278408069,68.9,9.5,8,3,2010,0
TSYS US,TeleCommunication Systems Inc,-0.6,-0.4,1.0,79.9,12.3366,17.0,209.72,87929J103,-0.1,79.9,12.3366,0.116656,67640.0,15 - 17,Priced Within Range,Communications,Internet,Internet Telephony,6.51,0.0,107.3,4.1,8,8,2000,1
TTD US,Trade Desk Inc/The,43.1,11.5,-0.2,96.6006,0.0,18.0,0.0,88339J105,0.7,96.6006,0.0,87.8597,391229000.0,14 - 16,Priced Above Range,Communications,Advertising,Advertising Services,0.4,0.2403995864628979,91.2,5.0,9,21,2016,1
TTGT US,TechTarget Inc,77.5,0.3,2.1,115.115,39.0595,13.0,507.77,87874R100,2.8,115.115,39.0595,104.562,30661300.0,14-Dec,Priced Within Range,Communications,Internet,Internet Content-Info/Ne,5.26,0.61107186747047,88.3,4.4,5,16,2007,1
TTMI US,TTM Technologies Inc,6.8,2.4,3.0,120.0,35.55,16.0,568.8,87305R109,1.6,120.0,35.55,106.571,108922000.0,13 - 15,Priced Above Range,Industrial,Electronics,Circuit Boards,6.52,0.5208333333333119,106.8,3.9,9,21,2000,1
TTOO US,T2 Biosystems Inc,54.7,-175.5,-102.3,65.78,19.977,11.0,219.75,89853L203,-12.2,65.78,19.977,6.95881,509322.0,15 - 17,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.09,-0.1670514165792189,82.5,6.1,8,7,2014,1
TTP US,Tortoise Pipeline & Energy Fun,,,,250.0,0.0,25.0,0.0,89148H207,,250.0,0.0,50.0081,1115180.0,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.06,-0.206268263335836,60.8,8.8,10,27,2011,0
TTPH US,Tetraphase Pharmaceuticals Inc,-60.9,-950.1,-85.4,80.5846,19.868,7.0,139.08,88165N204,-20.7,80.5846,19.868,20.1234,1461610.0,10-Aug,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.14,0.2614508584374949,78.6,7.5,3,20,2013,0
TTSPU US,Transtech Services Partners In,,,-0.4,41.4,0.0,8.0,0.0,89388R204,0.1,41.4,0.0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,5.26,0.61107186747047,88.3,4.4,5,24,2007,1
TUBE US,TubeMogul Inc,58.1,-7.6,-10.0,50.3125,29.6235,7.0,207.36,898570106,-0.6,50.3125,29.6235,,,8-Jul,Priced Within Range,Technology,Software,Enterprise Software/Serv,0.1,-0.0390193964161092,81.8,6.2,7,18,2014,1
TUMI US,Tumi Holdings Inc,3.8,11.5,9.8,388.744,67.8667,18.0,1221.6,89969Q104,1.2,388.744,67.8667,,,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Household Products/Wares,Consumer Products-Misc,0.09,0.3021029504080339,76.4,8.2,4,19,2012,1
TUNE US,Microtune Inc,,,-1.3,64.0,37.6051,16.0,601.68,59514P109,,64.0,37.6051,,,13 - 15,Priced Above Range,Technology,Semiconductors,Electronic Compo-Semicon,6.51,0.0,107.3,4.1,8,4,2000,1
TUSK US,Mammoth Energy Services Inc,-26.8,-44.3,-2.5,116.25,37.5,15.0,562.5,56155L108,-0.4,116.25,37.5,79.1832,37463400.0,15 - 18,Priced Within Range,Energy,Oil&Gas Services,Oil-Field Services,0.29,0.1246748513014319,87.2,4.9,10,14,2016,0
TUX/U US,Trian Acquisition I Corp,,-80.9,0.1,920.0,0.0,10.0,0.0,8.96E+211,0.00687569,920.0,0.0,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,3.06,0.4970576472604689,78.4,5.0,1,24,2008,1
TVACU US,Inspirato Inc,,,-2.7,172.5,17.25,10.0,172.5,88332T209,-0.0523754,172.5,17.25,27.6725,4773500.0,10-Oct,Priced Within Range,Communications,Internet,E-Commerce/Services,0.09,0.0941478467042596,80.7,6.7,12,11,2020,1
TVH/U US,Media & Entertainment Holdings,,,0.8,99.36,0.0,8.0,0.0,58439W207,0.2,99.36,0.0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,5.31,0.910569585108543,88.4,4.4,3,9,2007,0
TVIAQ US,TerraVia Holdings Inc,-19.1,-549.4,-63.6,227.183,57.7391,18.0,1039.3,88105A106,-0.7,227.183,57.7391,0.00478096,5178.0,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,0.09,0.4704187527233639,74.3,9.0,5,27,2011,1
TW US,Tradeweb Markets Inc,20.5,21.0,4.4,1242.0,46.0,27.0,1242.0,892672106,2.8,1242.0,46.0,112.784,125278000.0,24 - 26,Priced Above Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,2.41,0.5295001612890738,97.2,3.7,4,4,2019,1
TWCTU US,TWC Tech Holdings II Corp,,,,600.0,60.375,10.0,603.75,90117G204,,600.0,60.375,0.189302,113581.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.13927469432666,80.4,7.8,9,11,2020,1
TWLL US,Techwell Inc,-6.6,5.5,4.2,50.67,20.0753,9.0,180.68,87874D101,0.7,50.67,20.0753,,,13-Nov,Priced Below Range,Technology,Semiconductors,Semicon Compo-Intg Circu,5.02,0.1975308641975319,84.9,4.6,6,21,2006,0
TWLO US,Twilio Inc,61.3,-33.4,-10.3,172.5,11.5,15.0,1233.0,90138F102,-0.3,172.5,11.5,90.6109,158137000.0,14-Dec,Priced Above Range,Technology,Software,Computer Software,0.37,0.3284366167281879,93.5,4.9,6,23,2016,1
TWND/U US,Tailwind Acquisition Corp,,,5.3,300.0,30.0,10.0,300.0,87403Q201,-0.0418677,300.0,30.0,0.302511,101104.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.13927469432666,80.4,7.8,9,4,2020,0
TWOU US,2U Inc,22.1,-20.6,-19.1,133.074,40.1915,13.0,522.49,90214J101,-0.2,133.074,40.1915,126.539,98960100.0,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Schools,0.06,0.6440044126228239,80.0,6.7,3,28,2014,1
TWPG US,Thomas Weisel Partners Group I,,,-18.8,103.5,22.1309,15.0,331.96,884481102,,103.5,22.1309,,,13 - 15,Priced Within Range,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,4.47,0.2017145738779499,86.7,4.8,2,2,2006,1
TWST US,Twist Bioscience Corp,46.8,-114.9,-24.4,80.5,27.36,14.0,383.04,90184D100,-2.3,80.5,27.36,115.266,64968000.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.18,0.1766763455725869,98.6,3.8,10,31,2018,0
TWTR US,Twitter Inc,36.6,-4.3,-0.7,2093.0,555.197,26.0,14435.1,90184L102,0.7,2093.0,555.197,67.0685,513239000.0,23 - 25,Priced Above Range,Communications,Internet,Internet Content-Entmnt,0.08,-0.204242419052338,75.1,6.9,11,7,2013,1
TXG US,10X Genomics Inc,64.1,-11.8,-16.8,448.5,19.5954,39.0,764.221,88025U109,-0.1,448.5,19.5954,104.684,100074000.0,36 - 38,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,2.13,0.0783448576930001,93.2,3.5,9,12,2019,1
TXICU US,Tongxin International Ltd,-12.0,2.2,7.0,40.2504,6.3803,8.0,51.0424,N.A.,1.1,40.2504,6.3803,,,8-Aug,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,5.0,0.8508508508508341,87.4,4.7,4,12,2006,1
TXRH US,Texas Roadhouse Inc,44.4,7.0,10.9,182.366,30.5229,17.5,534.15,882681109,6.7,182.366,30.5229,106.339,71156800.0,15 - 17,Priced Above Range,"Consumer, Cyclical",Retail,Retail-Restaurants,1.86,0.5265929436545569,91.7,5.5,10,5,2004,1
TXTR US,Textura Corp,37.7,-19.1,-8.4,86.25,22.7116,15.0,340.67,883211104,0.7,86.25,22.7116,,,13 - 15,Priced Within Range,Communications,Internet,Internet Applic Sftwr,0.09,0.2399708085599498,84.1,7.5,6,7,2013,1
TYG US,Tortoise Energy Infrastructure,,,,315.0,25.0,25.0,625.0,89147L886,,315.0,25.0,39.6636,4731860.0,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.03,0.539956803455712,94.4,5.6,2,25,2004,0
TYN US,Tortoise North American Energy,,,,115.0,0.0,25.0,0.0,89147T103,,115.0,0.0,,,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,3.93,0.201207243460752,74.2,5.0,10,26,2005,0
TYPE US,Monotype Imaging Holdings Inc,4.6,4.9,5.0,144.713,34.0587,12.0,408.7,61022P100,0.5,144.713,34.0587,13.474,5566880.0,13 - 15,Priced Below Range,Technology,Software,Computer Graphics,5.31,-0.0254377207802054,90.4,4.7,7,25,2007,1
TYW US,TS&W/Claymore Tax-Advantaged B,,,,231.0,0.0,15.0,0.0,87280R108,,231.0,0.0,,,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.03,0.320170757737461,94.2,5.6,4,28,2004,0
TYY US,Tortoise Energy Capital Corp,,,,350.0,0.0,25.0,0.0,89147U100,,350.0,0.0,,,25 - 25,Priced Within Range,Financial,Investment Companies,Investment Companies,2.97,-0.1027749229187949,86.9,5.1,5,26,2005,0
TZACU US,Reviva Pharmaceuticals Holding,,,,63.25,0.0,10.0,0.0,N.A.,,63.25,0.0,3.52059,270000.0,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.91,0.0555542328357295,96.2,3.8,8,21,2018,1
U US,Unity Software Inc,43.7,-47.9,-17.5,1495.0,267.117,52.0,13890.1,91332U101,-0.3,1495.0,267.117,60.6154,250463000.0,44 - 48,Priced Above Range,Technology,Software,Entertainment Software,0.09,0.13927469432666,80.4,7.8,9,18,2020,1
UAA US,Under Armour Inc,0.7,3.8,,181.254,31.1767,13.0,405.3,904311107,1.3,181.254,31.1767,92.2215,174012000.0,12-Oct,Priced Above Range,"Consumer, Cyclical",Apparel,Apparel Manufacturers,3.99,-0.8032128514056259,81.6,5.0,11,18,2005,1
UAN US,CVR Partners LP,52.1,14.6,23.5,353.28,73.0,16.0,1168.0,126633205,17.6,353.28,73.0,31.9439,3376360.0,14-Dec,Priced Above Range,Basic Materials,Chemicals,Agricultural Chemicals,0.11,0.6439429535456989,69.8,9.1,4,8,2011,1
UAPH US,UAP Holding Corp,19.5,2.3,4.7,504.85,50.3733,16.0,805.97,903441103,-0.3,504.85,50.3733,0.00339971,1800.0,15 - 17,Priced Within Range,Basic Materials,Chemicals,Agricultural Chemicals,1.83,0.0523834468308086,92.8,5.4,11,23,2004,1
UAXSQ US,Universal Access Global Holdin,-30.5,-32.6,,154.0,84.8093,14.0,1187.33,91336M204,-1.6,154.0,84.8093,0.00048,48.0,13-Nov,Priced Above Range,Communications,Telecommunications,Networking Products,5.78,0.8244994110718371,107.1,4.0,3,16,2000,1
UBER US,Uber Technologies Inc,56.7,-2.8,-26.0,8100.0,1682.52,45.0,75713.4,90353T100,-0.2,8100.0,1682.52,81.4197,1623840000.0,44 - 50,Priced Within Range,Communications,Internet,E-Commerce/Services,2.45,0.2128758589384109,100.0,3.6,5,10,2019,0
UBNK US,United Financial Bancorp Inc,14.3,26.2,0.4,83.5705,0.0,10.0,0.0,910304104,2.1,83.5705,0.0,1.66097,845181.0,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Eastern US,2.97,-0.1027749229187949,86.9,5.1,5,23,2005,1
UBPSU US,NCR Payment Solutions Corp,34.9,-4.0,-0.6,72.0,15.0,6.0,90.0,913384202,0.1,72.0,15.0,,,6-Jun,Priced Within Range,Financial,Diversified Finan Serv,Finance-Credit Card,0.09,0.4704187527233639,74.3,9.0,5,10,2011,0
UBX US,UNITY Biotechnology Inc,,-1269.3,-50.6,85.0,41.9035,17.0,712.36,91381U200,-8.0,85.0,41.9035,52.5071,7451970.0,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.7,0.4158916925435,98.0,3.8,5,3,2018,0
UCP US,UCP Inc,25.3,2.6,2.5,116.25,7.75,15.0,116.25,90265Y106,0.5,116.25,7.75,0.00671578,535.0,15 - 17,Priced Within Range,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,0.1,0.039399753323301,85.1,7.3,7,18,2013,0
UCTT US,Ultra Clean Holdings Inc,50.2,5.6,2.9,47.0424,16.2454,7.0,113.72,90385V107,4.8,47.0424,16.2454,89.5426,40738900.0,7.50 - 7.50,Priced Below Range,Technology,Semiconductors,Semiconductor Equipment,1.04,0.644468313641263,95.8,5.8,3,25,2004,1
UDRL US,Union Drilling Inc,,,0.2,142.059,21.1661,14.0,296.33,90653P105,,142.059,21.1661,,,15 - 17,Priced Below Range,Energy,Oil&Gas Services,Oil-Field Services,3.99,-0.8032128514056259,81.6,5.0,11,22,2005,1
UFAB US,Unique Fabricating Inc,4.5,-5.5,-24.1,25.6738,9.4425,9.5,86.355,90915J103,-0.3,25.6738,9.4425,31.0317,3640990.0,10-Aug,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,0.13,0.0067047159295661,93.1,5.2,7,1,2015,1
UI US,Ubiquiti Inc,-10.8,22.3,35.0,105.573,89.7027,15.0,1345.54,90353W103,6.0,105.573,89.7027,4.05706,2451630.0,15 - 17,Priced Within Range,Communications,Telecommunications,Wireless Equipment,0.06,-0.206268263335836,60.8,8.8,10,14,2011,1
UIHCU US,United Insurance Holdings Corp,-25.0,-9.1,-4.2,37.869,0.0,8.0,0.0,910710201,-6.8,37.869,0.0,,,8-Aug,Priced Within Range,Financial,Insurance,Property/Casualty Ins,4.92,0.2139191328121169,80.9,4.7,10,5,2007,0
ULAB US,Unilab Corp,,,7.1,123.28,32.204,16.0,515.26,904763208,,123.28,32.204,,,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,4.14,0.16882386043895,92.6,4.5,6,6,2001,1
ULCM US,Ulticom Inc,,,-5.1,55.25,36.977,13.0,480.7,903844207,,55.25,36.977,,,13 - 15,Priced Within Range,Technology,Software,Applications Software,6.17,0.058411214953279,109.2,3.8,4,5,2000,1
ULEUQ US,Ultimate Escapes Inc,,-35.0,-17.6,80.0,0.0,8.0,0.0,90385N204,-2.4,80.0,0.0,,,8-Aug,Priced Within Range,"Consumer, Cyclical",Leisure Time,Leisure&Rec/Games,4.92,0.2139191328121169,80.9,4.7,10,24,2007,0
ULH US,Universal Logistics Holdings I,25.8,4.2,13.0,121.9,15.3225,20.0,306.45,91388P105,3.0,121.9,15.3225,25.7853,6775760.0,18 - 20,Priced Within Range,Industrial,Transportation,Transport-Services,2.4,0.576822233875206,94.1,5.4,2,11,2005,1
UNCA US,Unica Corp,,,2.0,55.2,18.4285,10.0,184.28,904583101,,55.2,18.4285,,,11-Sep,Priced Within Range,Technology,Software,Applications Software,3.3,0.5117707267144339,89.1,4.9,8,3,2005,1
UNVR US,Univar Solutions Inc,15.3,4.8,9.1,885.5,137.934,22.0,3034.55,91336L107,1.7,885.5,137.934,113.446,185106000.0,20 - 22,Priced Within Range,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,0.12,0.3502869998528119,96.1,5.3,6,18,2015,1
UNWR US,US Unwired Inc,11.0,-21.8,26.5,88.0,0.0,11.0,0.0,90338R104,0.4,88.0,0.0,,,13 - 15,Priced Below Range,Communications,Telecommunications,Cellular Telecom,6.17,0.1167542323409229,110.7,4.0,5,18,2000,1
UOPX US,University of Phoenix Online,61.7,20.8,35.6,70.0,0.0,14.0,0.0,37604204,1.3,70.0,0.0,0.0134065,2100.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Schools,6.52,0.5208333333333119,106.8,3.9,9,28,2000,1
