Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Market Cap at Offer (M),Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate,Trade Month,Trade Day,Trade Year,Underpriced?
7.3,-13.6,-10.1,33.0,6.875,6.0,41.25,,33.0,6.875,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,1.03,0.5851063829787189,90.2,5.6,5,13,2004,1
-24.3,-1814.9,-33.6,38.7288,21.5073,12.0,258.088,-2.2,38.7288,21.5073,121.658,36388800.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.88,0.2286190552229999,95.5,3.6,10,31,2019,1
,,-1.5,20.0,0.0,6.0,0.0,,20.0,0.0,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,5.27,0.148883374689833,91.7,4.4,12,15,2006,0
29.6,-129.2,-43.7,139.115,29.9259,21.0,628.44,-5.0,139.115,29.9259,118.609,83151800.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.07,0.3720247673236048,81.2,6.6,1,31,2014,1
20.0,-3422.9,-40.8,105.386,22.5462,13.0,293.101,-1.9,105.386,22.5462,0.639286,302567.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.29,0.1246748513014319,87.2,4.9,10,26,2016,0
11.5,6.3,8.1,187.5,115.445,12.5,1443.06,4.2,187.5,115.445,0.114581,228082.0,Technology,Software,Computer Software,2.04,-0.3991562255641739,63.0,6.1,8,8,2008,0
,,1.1,575.0,57.5,10.0,575.0,-0.0159017,575.0,57.5,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.1,0.315321052408127,74.1,8.4,8,13,2020,1
8.2,39.7,1.6,86.25,15.6856,23.0,360.769,10.4,86.25,15.6856,40.3585,7672830.0,Financial,Banks,Commer Banks-Western US,1.06,-0.0689922638852294,93.4,4.3,7,26,2017,1
54.8,6.9,2.4,152.702,15.468,14.5,224.29,6.6,152.702,15.468,114.785,33307500.0,Industrial,Metal Fabricate/Hardware,Metal Processors&Fabrica,3.3,0.5117707267144339,89.1,4.9,8,10,2005,1
-9.0,-17.9,3.9,107.87,19.2396,14.0,269.35,-0.1,107.87,19.2396,27.9238,687729.0,Technology,Semiconductors,Electronic Compo-Semicon,4.59,0.5939617873415811,76.1,4.7,11,16,2007,1
-2.9,24.6,0.7,47.873,0.0,10.0,0.0,0.7,47.873,0.0,19.6223,2214290.0,Financial,Banks,Commer Banks Non-US,2.4,0.1906596665246839,91.2,4.0,1,17,2019,1
21.8,20.7,2.0,120.062,7.9708,21.25,169.38,-0.5,120.062,7.9708,53.1679,58757400.0,Financial,REITS,REITS-Mortgage,0.14,0.8190029529268759,77.6,7.7,2,8,2013,0
115.5,-6.1,-22.7,50.0,2.5,20.0,50.0,-2.7,50.0,2.5,,,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,0.09,0.2399708085599498,84.1,7.5,6,5,2013,0
,,7.9,200.4,20.04,10.0,200.0,-0.0303866,200.4,20.04,2.21257,443399.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0414937759336148,81.8,6.9,10,1,2020,0
,,-42.0,40.002,15.8775,6.0,95.265,-1.9,40.002,15.8775,102.207,77354600.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.06,0.4343044923772059,95.4,5.5,2,18,2015,0
27.1,-1948.6,-36.9,72.8,17.6046,14.0,246.46,-3.7,72.8,17.6046,,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.14,0.178040777358723,84.5,7.5,5,9,2013,0
,,,25.0,0.0,20.0,0.0,,25.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,4.66,-0.0670863129647814,75.5,5.0,12,19,2007,0
393.9,13.8,7.1,138.0,43.7505,15.0,656.258,-3.6,138.0,43.7505,93.1018,67412900.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.42,0.2261125904149038,101.4,4.0,3,15,2018,1
4.1,-21.1,-17.3,217.005,21.6807,18.5,401.09,-0.9,217.005,21.6807,,,"Consumer, Non-cyclical",Beverages,Beverages-Non-alcoholic,3.3,0.5117707267144339,89.1,4.9,8,10,2005,1
,,-57.8,112.5,28.5811,15.0,428.72,,112.5,28.5811,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,5.78,0.8244994110718371,107.1,4.0,3,28,2000,1
116.9,-5.7,-10.3,159.236,80.9215,15.0,1213.82,-2.8,159.236,80.9215,98.586,107211000.0,Financial,Real Estate,Real Estate Mgmnt/Servic,1.06,-0.0689922638852294,93.4,4.3,7,28,2017,1
,,,46.018,0.0,20.0,0.0,,46.018,0.0,,,Financial,Closed-end Funds,Closed-end Funds,2.97,-0.1027749229187949,86.9,5.1,5,26,2005,0
55.9,-50.4,-29.8,345.0,84.9507,20.0,1699.01,-1.5,345.0,84.9507,85.9076,84245900.0,Communications,Internet,E-Commerce/Products,2.4,0.0199147181481603,98.2,3.6,6,28,2019,1
7.1,-2.9,-52.6,30.8,8.50457,14.0,119.06,0.6,30.8,8.50457,0.000314868,30.0,"Consumer, Cyclical",Retail,Retail-Misc/Diversified,1.01,0.3250270855904668,87.7,6.1,9,25,2003,1
51.7,6.5,8.4,72.0,7.2,10.0,72.0,-0.3,72.0,7.2,34.2077,17277400.0,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.04,0.4400191428267509,75.0,8.3,1,19,2012,1
,,-31.2,100.5,30.8386,15.0,462.579,-1.5,100.5,30.8386,106.149,52797900.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.91,0.006746326228517,97.9,3.8,7,20,2018,1
-31.0,-1651.5,-117.7,18.63,6.8927,6.0,41.36,-0.3,18.63,6.8927,8.17024,5489260.0,Communications,Telecommunications,Wireless Equipment,0.09,0.3492609840048699,81.9,6.3,5,29,2014,1
-30.3,-329.5,-82.5,32.0,15.2512,8.0,122.01,-0.7,32.0,15.2512,,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,4.84,0.4962779156327429,79.1,4.6,5,17,2006,1
27.4,-2588.2,-47.4,69.575,7.6434,11.0,84.0774,-6.4,69.575,7.6434,102.331,32469900.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.3,0.404579099811517,94.7,4.8,5,26,2016,1
,,-0.3,72.782,7.7782,10.0,77.782,-0.0500069,72.782,7.7782,34.1974,2733170.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0414937759336148,81.8,6.9,10,8,2020,0
4.5,1.8,0.5,316.25,63.6972,22.0,1401.34,2.5,316.25,63.6972,102.213,60636200.0,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks,0.55,0.582772789025459,98.5,4.7,1,27,2017,1
-11.7,-72.0,-44.7,59.4,26.2928,11.0,289.22,0.0306654,59.4,26.2928,,,"Consumer, Non-cyclical",Commercial Services,Schools,4.14,0.16882386043895,92.6,4.5,6,19,2001,0
37.1,28.3,2.1,230.328,25.2393,14.0,353.35,1.6,230.328,25.2393,105.337,205399000.0,Financial,REITS,REITS-Warehouse/Industr,0.1,0.039399753323301,85.1,7.3,7,19,2013,1
47.6,-31.3,-13.6,112.2,30.7947,11.0,338.74,3.8,112.2,30.7947,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,5.31,-0.0254377207802054,90.4,4.7,7,25,2007,0
8.9,9.1,5.3,1410.38,209.701,26.0,5452.23,1.4,1410.38,209.701,36.0667,75690500.0,"Consumer, Non-cyclical",Household Products/Wares,Consumer Products-Misc,1.55,0.3879769937814869,99.8,3.6,1,31,2020,1
,,,110.0,0.0,20.0,0.0,,110.0,0.0,10.3575,633331.0,Financial,Closed-end Funds,Closed-end Funds,1.58,-0.2176451031784789,89.1,4.4,3,27,2020,0
,,,37.0,0.0,25.0,0.0,,37.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.83,0.0523834468308086,92.8,5.4,11,23,2004,0
99.3,4.7,,670.45,127.5,22.0,2805.0,,670.45,127.5,,,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,3.3,0.5117707267144339,89.1,4.9,8,11,2005,1
,,-23.7,136.0,32.1157,8.5,272.983,,136.0,32.1157,,,Communications,Media,Radio,3.99,0.2970885323826589,112.0,4.0,1,24,2000,0
-15.5,-81.9,-113.0,21.0,10.2393,7.0,71.68,-0.3,21.0,10.2393,,,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,5.23,0.1937975176605649,85.3,4.6,6,5,2007,0
,,-57.2,51.75,35.8179,4.0,143.27,-2.8,51.75,35.8179,49.6519,8361510.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.15,-0.0388925140553232,82.6,7.8,10,4,2012,1
204.3,27.1,8.7,159.39,26.2957,22.0,557.715,5.1,159.39,26.2957,95.3586,41284200.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.14,-0.155675657530359,87.2,5.0,9,17,2015,1
27.8,8.3,13.8,78.0,20.63,12.0,247.56,1.5,78.0,20.63,87.4376,29510900.0,"Consumer, Non-cyclical",Commercial Services,Human Resources,6.6,-0.0574382538770748,98.4,3.9,12,15,2000,1
-18.3,-330.6,-149.3,55.0,13.3467,10.0,133.47,-0.3,55.0,13.3467,,,Energy,Energy-Alternate Sources,Energy-Alternate Sources,2.16,0.842088603175631,59.8,5.4,5,8,2008,0
31.9,18.3,14.0,142.536,36.9715,24.0,887.32,31.1,142.536,36.9715,92.7573,22007300.0,"Consumer, Cyclical",Retail,Retail-Home Furnishings,0.17,-0.4738086694881878,82.7,7.7,11,2,2012,1
,,-40.0,189.0,12.5001,14.0,175.0,,189.0,12.5001,,,"Consumer, Cyclical",Entertainment,Motion Pictures&Services,1.98,1.0076996934894,56.4,5.6,6,18,2008,0
-26.7,-54.9,-46.4,76.4773,12.8836,20.5,264.114,-0.7,76.4773,12.8836,,,Energy,Coal,Coal,0.19,0.0581736230715569,68.2,9.5,9,30,2010,1
,,,49.6,0.0,20.0,0.0,,49.6,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.03,0.320170757737461,94.2,5.6,4,28,2004,0
,-6.6,-0.6,237.25,23.725,10.0,237.25,-0.5,237.25,23.725,17.1257,4063500.0,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.09,0.0414937759336148,81.8,6.9,10,22,2020,0
37.3,-12.0,-54.6,40.25,37.8192,7.0,264.734,0.0344767,40.25,37.8192,78.4212,135540000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,6.61,0.0574712643678087,107.6,3.9,11,29,2000,1
,,3.7,281.75,59.9013,17.5,1048.27,,281.75,59.9013,,,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,3.06,0.4970576472604689,78.4,5.0,1,24,2008,1
,,,144.75,0.0,15.0,0.0,,144.75,0.0,24.429,2794930.0,Funds,Equity Fund,Unclassified,1.83,0.1111728738187739,88.1,5.8,7,26,2002,0
,,,75.0,0.0,20.0,0.0,,75.0,0.0,15.2916,3277070.0,Financial,Closed-end Funds,Closed-end Funds,0.13,-0.341709643711866,92.6,5.0,12,24,2015,0
-2.2,-2.0,-19.8,74.75,25.45,13.0,330.85,3.8,74.75,25.45,,,"Consumer, Cyclical",Airlines,Airlines,1.03,0.5851063829787189,90.2,5.6,5,27,2004,1
-15.6,-216.2,-37.2,68.2264,43.5036,8.0,348.029,-1.2,68.2264,43.5036,13.6846,3372300.0,"Consumer, Non-cyclical",Biotechnology,Agricultural Biotech,0.13,0.509723202549469,90.7,5.6,5,15,2015,0
-17.1,2.3,0.3,2070.0,115.373,18.0,2076.71,-25.1,2070.0,115.373,64.7189,78813800.0,Financial,Diversified Finan Serv,Finance-Mtge Loan/Banker,0.1,0.315321052408127,74.1,8.4,8,6,2020,1
14.2,1.2,1.1,126.0,73.6858,15.0,1105.29,0.4,126.0,73.6858,,,Communications,Telecommunications,Networking Products,0.17,-0.4738086694881878,82.7,7.7,11,16,2012,0
-96.3,-12012.9,-31.5,460.0,89.8757,20.0,1797.51,-0.7,460.0,89.8757,102.752,124221000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.08,0.5058243501670088,72.5,10.2,7,16,2020,1
-17.9,-14.5,-9.1,230.0,49.5134,16.0,792.21,1.0,230.0,49.5134,,,Technology,Software,Computer Graphics,0.17,0.0211043057371508,67.8,9.4,7,16,2010,1
66.0,-38.8,0.1,568.71,106.322,18.0,1913.8,0.2,568.71,106.322,95.3699,154551000.0,Financial,REITS,REITS-Hotels,0.09,0.4704187527233639,74.3,9.0,5,11,2011,0
7.5,-7.1,-5.2,143.75,14.375,10.0,143.75,,143.75,14.375,,,Communications,Media,Multimedia,0.18,0.493136502545162,77.5,9.0,2,16,2011,1
-19.4,-16.0,-35.0,62.2921,27.7633,13.0,360.92,-0.6,62.2921,27.7633,,,Communications,Internet,E-Marketing/Info,0.2,0.077519735423772,73.6,9.6,5,20,2010,1
-22.2,-15.7,-14.1,24.0,5.0,6.0,30.0,,24.0,5.0,,,Industrial,Transportation,Transport-Marine,1.86,0.5265929436545569,91.7,5.5,10,28,2004,1
,-963.4,-77.3,86.6525,29.7024,11.0,326.73,-2.7,86.6525,29.7024,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.08,-0.204242419052338,75.1,6.9,11,15,2013,1
14.5,20.7,4.7,72.45,12.4867,15.0,187.3,18.8,72.45,12.4867,89.662,8594810.0,Financial,Diversified Finan Serv,Finance-Consumer Loans,0.11,0.7594558623930859,76.2,8.2,3,28,2012,1
23.9,-4.7,1.4,253.0,11.6188,22.0,255.61,2.2,253.0,11.6188,101.682,18552400.0,Financial,Real Estate,Real Estate Mgmnt/Servic,0.08,-0.2575283259804639,73.2,7.2,10,2,2013,1
3.3,25.5,0.9,130.266,0.0,10.0,0.0,-0.8,130.266,0.0,18.8832,2227310.0,Financial,Banks,Commer Banks-Central US,2.39,0.1670941622453379,98.4,3.7,7,2,2019,1
125.3,-1.0,3.0,16.005,11.0185,5.5,60.6018,-4.6,16.005,11.0185,53.3014,8604810.0,Communications,Internet,E-Commerce/Services,1.06,-0.0632042103727645,100.7,4.2,10,19,2017,0
,-113954.0,-121.8,76.245,12.6893,17.0,215.718,-273.2,76.245,12.6893,2.10706,45542.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,1.91,0.116202517589025,100.1,3.7,9,27,2018,1
87.2,59.6,-54.9,230.0,23.0,10.0,230.0,-1.4,230.0,23.0,,,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,2.4,0.422705314009692,93.8,3.8,2,8,2019,0
,,,345.0,0.0,10.0,300.0,-0.00428217,345.0,0.0,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0941478467042596,80.7,6.7,12,10,2020,1
-1.4,-14.0,-37.4,80.0,10.0,10.0,100.0,-0.3,80.0,10.0,,,Technology,Software,Computer Graphics,0.11,0.6439429535456989,69.8,9.1,4,12,2011,0
,,,119.0,0.0,20.0,0.0,,119.0,0.0,14.4583,921464.0,Financial,Closed-end Funds,Closed-end Funds,2.18,0.1766763455725869,98.6,3.8,10,26,2018,0
2.2,0.2,,793.5,197.334,23.0,4538.68,,793.5,197.334,,,"Consumer, Non-cyclical",Commercial Services,Divers Oper/Commer Serv,2.06,-0.3945885005637069,88.8,5.7,12,11,2001,1
,,,365.0,0.0,20.0,0.0,,365.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,2.39,0.1670941622453379,98.4,3.7,7,26,2019,0
14.5,20.0,24.6,172.5,0.0,10.0,0.0,0.7,172.5,0.0,,,Technology,Computers,Computer Services,0.13,0.509723202549469,90.7,5.6,5,20,2015,1
46.1,60.3,8.9,474.375,32.5036,16.5,474.434,1.6,474.375,32.5036,0.305117,312207.0,Energy,Oil&Gas Services,Oil-Field Services,0.13,-0.567010091001089,93.6,5.6,12,17,2014,0
37.4,-1265.3,-41.5,298.08,37.5108,18.0,675.194,-2.2,298.08,37.5108,99.0493,53944800.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.05,0.5472046927775109,78.1,11.0,6,12,2020,1
-29.0,17.8,0.5,56.868,0.0,10.0,0.0,25.5,56.868,0.0,47.7268,2483100.0,Financial,Banks,Commer Banks-Eastern US,0.41,-0.161813640474981,90.0,4.8,7,1,2016,1
,,3.3,56.0,61.6402,8.0,493.12,,56.0,61.6402,,,Communications,Telecommunications,Cellular Telecom,6.86,0.23201856148492,108.3,4.0,7,25,2000,1
-2.4,-8.0,-0.6,187.502,44.8237,8.5,381.0,1.0,187.502,44.8237,,,"Consumer, Cyclical",Retail,Retail-Hypermarkets,0.11,0.440297355127631,75.3,8.3,2,8,2012,1
-14.4,-22.0,-21.1,69.0,15.2946,12.0,183.54,1.5,69.0,15.2946,28.7172,6035210.0,Communications,Telecommunications,Telecom Services,0.2,0.1718440789203088,74.5,9.3,12,15,2010,1
1.8,-29.8,-31.3,300.0,38.25,20.0,765.0,2.0,300.0,38.25,,,Basic Materials,Chemicals,Chemicals-Specialty,0.08,-0.0843561330442059,63.7,8.6,11,4,2011,0
34.7,-23.5,-25.6,112.125,8.625,13.0,112.12,1.6,112.125,8.625,123.465,106075000.0,Technology,Software,Communications Software,0.07,0.1163004485263468,77.5,7.2,9,27,2013,1
56.0,2.9,8.5,85.0005,8.4132,14.5,121.991,-3.3,85.0005,8.4132,99.3197,24704700.0,Energy,Oil&Gas Services,Oil-Field Services,1.16,0.299445229710857,96.8,4.4,8,11,2017,0
99.2,-1910.1,-67.4,84.9393,0.0,13.5,0.0,,84.9393,0.0,17.4405,6530740.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.08,0.5058243501670088,72.5,10.2,7,17,2020,0
21.5,15.3,9.4,47.1093,28.4859,7.0,199.4,0.5,47.1093,28.4859,,,Technology,Software,Enterprise Software/Serv,1.29,0.0527983104540587,95.9,5.4,8,4,2004,0
,,,1204.75,0.0,25.0,0.0,,1204.75,0.0,16.761,7975260.0,Financial,Closed-end Funds,Closed-end Funds,1.28,0.108991825613079,89.7,6.3,6,25,2003,1
,,-34.0,75.9,23.668,12.0,284.02,,75.9,23.668,0.520331,157500.0,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,1.03,0.539956803455712,94.4,5.6,2,5,2004,1
15.9,2.2,1.8,143.4,11.95,12.0,614.01,0.9,143.4,11.95,109.247,45003100.0,Industrial,Engineering&Construction,Building-Heavy Construct,1.7,0.4158916925435,98.0,3.8,5,4,2018,1
,12.1,,115.0,0.0,10.0,0.0,0.2,115.0,0.0,5.13147,751760.0,"Consumer, Cyclical",Entertainment,Music,0.09,0.0941478467042596,80.7,6.7,12,11,2020,1
,,-2.7,76.5,0.0,10.0,0.0,-0.1,76.5,0.0,,,Industrial,Environmental Control,Recycling,0.05,0.0019501616684046,72.3,13.2,5,5,2020,0
12.2,8.7,35.9,32.45,7.36386,11.0,81.0025,,32.45,7.36386,,,Industrial,Electronics,Industr Audio&Video Prod,6.17,0.058411214953279,109.2,3.8,4,19,2000,0
,,,414.0,0.0,10.0,0.0,,414.0,0.0,,,Financial,REITS,REITS-Shopping Centers,4.92,0.2139191328121169,80.9,4.7,10,18,2007,1
,,,125.0,12.5,10.0,125.0,,125.0,12.5,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.07,0.1163004485263468,77.5,7.2,9,17,2013,0
21.0,-425.1,-73.1,60.0,17.632,12.0,211.58,-10.3,60.0,17.632,0.0747321,3741.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.1,-0.0390193964161092,81.8,6.2,7,17,2014,0
55.4,8.7,-5.7,252.255,94.7485,14.0,219.352,1.7,252.255,94.7485,76.482,93189200.0,Communications,Internet,Internet Content-Entmnt,1.16,0.5294905893230339,95.1,4.3,9,28,2017,1
-0.4,-150.8,-33.8,724.432,59.9428,27.0,1618.46,-29.1,724.432,59.9428,98.4248,8956660.0,Financial,Insurance,Property/Casualty Ins,0.09,0.0414937759336148,81.8,6.9,10,28,2020,0
0.1,2.7,-14.2,81.853,8.1853,10.0,81.853,11.5,81.853,8.1853,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.36,0.4306000143392679,91.0,5.0,3,11,2016,0
6.6,5.9,7.4,31.5,12.0035,9.0,108.03,-0.0512601,31.5,12.0035,0.153919,262236.0,"Consumer, Cyclical",Distribution/Wholesale,Import/Export,5.0,0.8508508508508341,87.4,4.7,4,6,2006,0
,,6.1,370.0,38.583,20.0,771.66,,370.0,38.583,21.06,8125600.0,Energy,Oil&Gas,Oil-US Royalty Trusts,0.16,-0.1173479366321049,79.3,8.2,5,3,2012,0
17.2,4.0,1.4,155.595,62.305,11.0,685.36,2.8,155.595,62.305,0.905898,924845.0,Technology,Software,Applications Software,0.18,0.1380664278408069,68.9,9.5,8,12,2010,1
-10.7,3.3,0.5,292.56,85.1276,8.0,681.02,0.8,292.56,85.1276,47.9313,102956000.0,Financial,REITS,REITS-Shopping Centers,0.09,0.3021029504080339,76.4,8.2,4,5,2012,1
87.2,-7.2,-1.8,240.0,25.034,12.0,300.41,0.8,240.0,25.034,,,Financial,REITS,REITS-Office Property,4.03,-0.4048582995951299,91.5,4.9,12,15,2005,0
30.1,-27.3,-12.3,118.68,38.7524,16.0,604.558,0.9,118.68,38.7524,111.472,66031300.0,Technology,Computers,Computer Data Security,0.13,0.0067047159295661,93.1,5.2,7,17,2015,1
,,,473.25,0.0,15.0,0.0,,473.25,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.79,0.3331482509716839,87.6,5.7,8,28,2002,0
-14.1,-213.0,-8.9,84.4284,0.0,10.0,0.0,1.3,84.4284,0.0,,,Financial,Savings&Loans,S&L/Thrifts-Western US,1.11,-0.1079913606911449,89.6,6.0,10,21,2003,1
-72.3,-89.7,-0.3,287.5,28.75,10.0,287.5,-0.0257352,287.5,28.75,0.0113809,4090.0,Financial,Diversified Finan Serv,Finance-Mtge Loan/Banker,2.41,0.5295001612890738,97.2,3.7,4,4,2019,1
7.8,27.0,2.8,2501.35,362.207,28.0,10141.8,4.8,2501.35,362.207,84.8429,374246000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.05,0.5472046927775109,78.1,11.0,6,16,2020,1
-36.7,-152.1,-78.8,42.75,21.98,9.0,197.82,-0.7,42.75,21.98,,,Communications,Telecommunications,Wireless Equipment,6.51,0.0,107.3,4.1,8,9,2000,1
-0.8,-23.9,-13.0,184.205,44.8529,19.0,852.21,3.6,184.205,44.8529,0.919822,459303.0,"Consumer, Non-cyclical",Commercial Services,Commercial Services,0.09,0.4704187527233639,74.3,9.0,5,4,2011,1
,,,575.73,0.0,15.0,0.0,,575.73,0.0,17.4608,23440000.0,Financial,Closed-end Funds,Closed-end Funds,1.77,0.395256916996071,90.7,5.7,2,26,2002,1
1.2,34.2,1.1,31.05,7.3002,45.0,328.509,8.5,31.05,7.3002,19.7778,1420820.0,Financial,Banks,Commer Banks-Southern US,2.45,0.2128758589384109,100.0,3.6,5,3,2019,1
,,,588.75,0.0,15.0,0.0,,588.75,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.88,0.0,96.9,5.8,5,29,2002,1
33.7,-4.3,-6.1,65.256,15.0257,12.0,180.31,3.0,65.256,15.0257,82.8205,13191700.0,"Consumer, Cyclical",Retail,Retail-Restaurants,1.83,0.1111728738187739,88.1,5.8,7,19,2002,1
-34.9,5.8,4.0,140.0,8.38971,20.0,167.79,2.2,140.0,8.38971,,,Energy,Pipelines,Pipelines,0.08,-0.2466516377138169,69.9,8.5,12,9,2011,0
36.8,14.9,7.8,579.289,41.4282,19.5,759.554,8.8,579.289,41.4282,103.562,60066700.0,"Consumer, Cyclical",Entertainment,Gambling (Non-Hotel),0.37,0.4741067979104,89.0,5.1,4,27,2016,0
-16.6,-18.4,-44.7,154.055,29.9388,14.0,419.14,-3.0,154.055,29.9388,0.206951,78419.0,Industrial,Transportation,Transport-Truck,0.2,0.077519735423772,73.6,9.6,5,13,2010,0
756.4,-455.3,-87.6,75.0,15.9535,15.0,239.303,-1.2,75.0,15.9535,16.0856,3888920.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.29,0.1246748513014319,87.2,4.9,10,6,2016,0
,,-22.9,84.0,25.7794,21.0,541.37,,84.0,25.7794,,,Technology,Software,Applications Software,6.51,0.0,107.3,4.1,8,3,2000,1
132.4,28.3,4.6,448.5,72.5,19.5,1413.75,3.2,448.5,72.5,0.582368,928428.0,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.07,0.3720247673236048,81.2,6.6,1,17,2014,1
5.2,-7.0,-10.4,129.375,20.3145,18.0,365.66,0.7,129.375,20.3145,33.1457,7995060.0,Technology,Software,Educational Software,0.16,0.2496368277787988,65.1,9.0,4,16,2009,1
,,-28.3,230.0,23.0,10.0,230.0,-0.4,230.0,23.0,21.1979,6094400.0,Industrial,Electronics,Electronic Compo-Misc,0.09,0.0941478467042596,80.7,6.7,12,2,2020,1
-6.5,9.2,2.0,764.75,43.7,17.5,764.75,6.1,764.75,43.7,24.1085,9268580.0,Energy,Pipelines,Pipelines,2.45,0.2128758589384109,100.0,3.6,5,23,2019,1
,,-16.5,690.0,69.0,10.0,690.0,-0.6,690.0,69.0,0.0554041,47786.0,Industrial,Aerospace/Defense,Aerospace/Defense,0.09,0.13927469432666,80.4,7.8,9,17,2020,1
,-407.2,-39.6,230.0,23.0,10.0,230.0,-0.4,230.0,23.0,,,Financial,Insurance,Property/Casualty Ins,0.09,-0.0610627217844137,76.9,6.7,11,19,2020,1
-1025.4,,-49.9,82.225,22.2935,13.0,289.82,,82.225,22.2935,0.00983599,2330.63,"Consumer, Non-cyclical",Healthcare-Services,Medical-Hospitals,1.02,0.3172924378635659,95.6,5.6,6,18,2004,1
,,,1175.7,0.0,20.0,0.0,,1175.7,0.0,,,Financial,Closed-end Funds,Closed-end Funds,0.94,0.4883342376559899,103.8,5.7,1,28,2004,1
-7.4,-7.4,-17.5,195.5,52.4809,17.0,892.18,-0.3,195.5,52.4809,5.36444,3459640.0,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,1.86,0.5265929436545569,91.7,5.5,10,7,2004,1
,,-80.6,277.276,78.9073,23.0,1814.87,-1.6,277.276,78.9073,79.3668,71725000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.91,0.006746326228517,97.9,3.8,7,18,2018,1
18.6,4.8,8.6,147.825,24.1607,19.0,459.05,3.0,147.825,24.1607,,,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,0.11,0.0707753368767078,67.4,9.9,11,13,2009,1
74.5,-4.9,0.4,250.6,96.9739,14.0,1357.63,-3.9,250.6,96.9739,101.37,216023000.0,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.08,-0.141627628281935,91.9,5.1,8,5,2015,0
54.5,9.8,7.9,269.1,22.4124,18.0,403.42,2.3,269.1,22.4124,104.109,34566300.0,"Consumer, Cyclical",Retail,Retail-Restaurants,3.3,0.5117707267144339,89.1,4.9,8,9,2005,1
7.8,8.8,2.7,84.0,14.0224,14.0,196.31,5.5,84.0,14.0224,,,Financial,Insurance,Property/Casualty Ins,3.3,0.5117707267144339,89.1,4.9,8,3,2005,1
